,City,quadrat,species,TraitName,value
988,Montreal,3,Setaria viridis,SLA,26.96617218
989,Montreal,3,Sinapis arvensis,SLA,28.65
990,Montreal,3,Sonchus arvensis,SLA,21.54444444
991,Montreal,3,Stellaria graminea,SLA,36.98689076
992,Montreal,3,Stellaria media,SLA,53.66986073
993,Montreal,3,Verbascum blattaria,SLA,18.81789138
994,Montreal,3,Vicia cracca,SLA,24.82200746
995,Montreal,4,Equisetum arvense,SLA,16.06534319
996,Montreal,4,Euphorbia helioscopia,SLA,33.83333333
997,Montreal,4,Fallopia convolvulus,SLA,21.883804
998,Montreal,4,Galeopsis tetrahit,SLA,28.81111111
999,Montreal,4,Hypericum perforatum,SLA,25.84784317
1000,Montreal,4,Impatiens capensis,SLA,53.40375
1001,Montreal,4,Lobelia inflata,SLA,36.97058214
1002,Montreal,4,Lotus corniculatus,SLA,22.29546114
1003,Montreal,4,Onoclea sensibilis,SLA,34.9493223
1004,Montreal,4,Orthilia secunda,SLA,17.61204085
1005,Montreal,4,Osmunda regalis,SLA,17.132
1006,Montreal,4,Persicaria maculosa,SLA,21.10396355
1007,Montreal,4,Phegopteris connectilis,SLA,42.654
1008,Montreal,4,Phleum pratense,SLA,25.94907946
1009,Montreal,4,Plantago lanceolata,SLA,18.61644659
1010,Montreal,4,Plantago major,SLA,19.21753432
1011,Montreal,4,Populus tremuloides,SLA,14.4471715
1012,Montreal,4,Prunella vulgaris,SLA,25.81820369
1013,Montreal,4,Pyrola elliptica,SLA,20.1
1014,Montreal,4,Quercus macrocarpa,SLA,18.24017094
1015,Montreal,4,Ranunculus acris,SLA,23.77452224
1016,Montreal,4,Raphanus raphanistrum,SLA,25.63333333
1017,Montreal,4,Silene latifolia,SLA,21.625
1018,Montreal,4,Silene vulgaris,SLA,20.3
1019,Montreal,4,Sinapis arvensis,SLA,28.65
1020,Montreal,4,Sonchus arvensis,SLA,21.54444444
1021,Montreal,4,Spergula arvensis,SLA,18.30268669
1022,Montreal,4,Trifolium hybridum,SLA,25.58519184
1023,Montreal,4,Tsuga canadensis,SLA,19.053
1024,Montreal,4,Vicia cracca,SLA,24.82200746
1025,Montreal,5,Digitaria ischaemum,SLA,20.82899396
1026,Montreal,5,Dryopteris carthusiana,SLA,24.13285714
1027,Montreal,5,Echinochloa crus-galli,SLA,28.18295243
1028,Montreal,5,Fallopia convolvulus,SLA,21.883804
1029,Montreal,5,Impatiens capensis,SLA,53.40375
1030,Montreal,5,Orthilia secunda,SLA,17.61204085
1031,Montreal,5,Panicum capillare,SLA,27.35044754
1032,Montreal,5,Phragmites australis,SLA,15.16013897
1033,Montreal,5,Polygonum aviculare,SLA,24.10771288
1034,Montreal,5,Rumex acetosella,SLA,21.91769484
1035,Montreal,5,Setaria viridis,SLA,26.96617218
1036,Toronto,1,Digitaria sanguinalis,SLA,37.28571429
1037,Toronto,1,Diplotaxis muralis,SLA,22.082
1038,Toronto,1,Diplotaxis tenuifolia,SLA,22.45
1039,Toronto,1,Echinacea purpurea,SLA,7.22
1040,Toronto,1,Echinochloa crus-galli,SLA,28.18295243
1041,Toronto,1,Echinochloa muricata,SLA,20.04524887
1042,Toronto,1,Echium vulgare,SLA,14.45
1043,Toronto,1,Elaeagnus umbellata,SLA,36.44947695
1044,Toronto,1,Eleocharis erythropoda,SLA,14.15227852
1045,Toronto,1,Eleusine indica,SLA,20.30720252
1046,Toronto,1,Elodea canadensis,SLA,39.72618421
1047,Toronto,1,Elymus canadensis,SLA,21.87959701
1048,Toronto,1,Elymus repens,SLA,25.83543171
1049,Toronto,1,Epilobium ciliatum,SLA,41.31818182
1050,Toronto,1,Epilobium coloratum,SLA,25.64102564
1051,Toronto,1,Epilobium hirsutum,SLA,28.25516132
1052,Toronto,1,Epipactis helleborine,SLA,33
1053,Toronto,1,Equisetum arvense,SLA,16.06534319
1054,Toronto,1,Equisetum hyemale,SLA,23.83129898
1055,Toronto,1,Equisetum sylvaticum,SLA,24.40581798
1056,Toronto,1,Equisetum variegatum,SLA,6.329113924
1057,Toronto,1,Eragrostis minor,SLA,27.72593519
1058,Toronto,1,Eragrostis pectinacea,SLA,17.57617166
1059,Toronto,1,Erigeron annuus,SLA,28.09305288
1060,Toronto,1,Erigeron philadelphicus,SLA,29.2184076
1061,Toronto,1,Erigeron strigosus,SLA,21.26666667
1062,Toronto,1,Erodium cicutarium,SLA,25.84736729
1063,Toronto,1,Erodium moschatum,SLA,33.15571429
1064,Toronto,1,Erysimum cheiranthoides,SLA,25.6
1065,Toronto,1,Euonymus alatus,SLA,26.05721045
1066,Toronto,1,Euonymus europaeus,SLA,16.72040493
1067,Toronto,1,Eupatorium perfoliatum,SLA,18.45325196
1068,Toronto,1,Euphorbia helioscopia,SLA,33.83333333
1069,Toronto,1,Euphorbia marginata,SLA,17.23245509
1070,Toronto,1,Fagus grandifolia,SLA,41.51294203
1071,Toronto,1,Fallopia convolvulus,SLA,21.883804
1072,Toronto,1,Festuca rubra,SLA,20.27057375
1073,Toronto,1,Foeniculum vulgare,SLA,8.103227115
1074,Toronto,1,Fragaria vesca,SLA,24.48717949
1075,Toronto,1,Fragaria virginiana,SLA,17.37634554
1076,Toronto,1,Frangula alnus,SLA,23.24454167
1077,Toronto,1,Fraxinus americana,SLA,37.7702549
1078,Toronto,1,Fraxinus nigra,SLA,18.34025894
1079,Toronto,1,Fraxinus pennsylvanica,SLA,18.44833003
1080,Toronto,1,Galium aparine,SLA,34.16122455
1081,Toronto,1,Galium mollugo,SLA,25.51485207
1082,Toronto,1,Galium palustre,SLA,36.0609186
1083,Toronto,1,Galium triflorum,SLA,35.71428571
1084,Toronto,1,Geranium robertianum,SLA,25.98467012
1085,Toronto,1,Geranium sanguineum,SLA,41.71392532
1086,Toronto,1,Geum urbanum,SLA,35.45600759
1087,Toronto,1,Glechoma hederacea,SLA,36.02505991
1088,Toronto,1,Gleditsia triacanthos,SLA,31.1
1089,Toronto,1,Glyceria striata,SLA,17.90419162
1090,Toronto,1,Hamamelis virginiana,SLA,21.59771976
1091,Toronto,1,Hedera helix,SLA,11.50888319
1092,Toronto,1,Helianthus annuus,SLA,11.55011541
1093,Toronto,1,Helianthus tuberosus,SLA,12.9119426
1094,Toronto,1,Heliopsis helianthoides,SLA,16.77145239
1095,Toronto,1,Hepatica nobilis,SLA,36.118
1096,Toronto,1,Heracleum sphondylium,SLA,21.38319208
1097,Toronto,1,Hesperis matronalis,SLA,33.03163435
1098,Toronto,1,Hordeum jubatum,SLA,23.55232576
1099,Toronto,1,Humulus lupulus,SLA,21.72642916
1100,Toronto,1,Hypericum perforatum,SLA,25.84784317
1101,Toronto,1,Impatiens capensis,SLA,53.40375
1102,Toronto,1,Impatiens pallida,SLA,80.79476093
1103,Toronto,1,Iris pseudacorus,SLA,15.30444444
1104,Toronto,1,Iris versicolor,SLA,21.65829787
1105,Toronto,1,Juglans cinerea,SLA,14.70588235
1106,Toronto,1,Juglans nigra,SLA,15.38537048
1107,Toronto,1,Juncus articulatus,SLA,18.80449405
1108,Toronto,1,Juncus bufonius,SLA,16.27375446
1109,Toronto,1,Juncus compressus,SLA,14.7
1110,Toronto,1,Juniperus virginiana,SLA,1.578087759
1111,Toronto,1,Lactuca canadensis,SLA,23.11215437
1112,Toronto,1,Lactuca serriola,SLA,19.33902404
1113,Toronto,1,Lamium maculatum,SLA,31.62
1114,Toronto,1,Lamium purpureum,SLA,38.45
1115,Toronto,1,Lapsana communis,SLA,51.28465608
1116,Toronto,1,Larix decidua,SLA,11.18153917
1117,Toronto,1,Larix laricina,SLA,14.62905689
1118,Toronto,1,Lathyrus latifolius,SLA,18.7
1119,Toronto,1,Leersia oryzoides,SLA,31.72800743
1120,Toronto,1,Lemna minor,SLA,18.69855072
1121,Toronto,1,Lepidium campestre,SLA,22.6
1122,Toronto,1,Lepidium densiflorum,SLA,31.99319004
1123,Toronto,1,Lepidium ruderale,SLA,20.91571146
1124,Toronto,1,Lepidium virginicum,SLA,13.22983168
1125,Toronto,1,Lespedeza capitata,SLA,14.55724865
1126,Toronto,1,Leucanthemum vulgare,SLA,19.63590226
1127,Toronto,1,Linaria vulgaris,SLA,19.98333333
1128,Toronto,1,Lobelia cardinalis,SLA,24.50286848
1129,Toronto,1,Lobelia siphilitica,SLA,14.24501425
1130,Toronto,1,Lolium perenne,SLA,28.62474798
1131,Toronto,1,Lonicera xylosteum,SLA,18.72654299
1132,Toronto,1,Lotus corniculatus,SLA,22.29546114
1133,Toronto,1,Lupinus perennis,SLA,18.89533333
1134,Toronto,1,Lupinus polyphyllus,SLA,25.33399164
1135,Toronto,1,Lycopus americanus,SLA,17.26671455
1136,Toronto,1,Lycopus europaeus,SLA,63.076
1137,Toronto,1,Lysimachia nummularia,SLA,27.65
1138,Toronto,1,Lysimachia punctata,SLA,24.2
1139,Toronto,1,Lysimachia thyrsiflora,SLA,38
1140,Toronto,1,Lysimachia vulgaris,SLA,27.13785714
1141,Toronto,1,Lythrum salicaria,SLA,21.04374844
1142,Toronto,1,Maianthemum canadense,SLA,34.5
1143,Toronto,1,Maianthemum racemosum,SLA,22.298438
1144,Toronto,1,Malva moschata,SLA,20.03333333
1145,Toronto,1,Malva neglecta,SLA,24.67864078
1146,Toronto,1,Malva sylvestris,SLA,22.5
1147,Toronto,1,Matricaria discoidea,SLA,28.71640662
1148,Toronto,1,Matteuccia struthiopteris,SLA,27.4877891
1149,Toronto,1,Medicago lupulina,SLA,27.95847775
1150,Toronto,1,Medicago sativa,SLA,21.92874583
1151,Toronto,1,Melilotus albus,SLA,31.25
1152,Toronto,1,Melilotus officinalis,SLA,18.69256475
1153,Toronto,1,Mentha arvensis,SLA,40.98280112
1154,Toronto,1,Mimulus ringens,SLA,35.15322727
1155,Toronto,1,Monarda fistulosa,SLA,26.50217785
1156,Toronto,1,Morus alba,SLA,32.39390994
1157,Toronto,1,Myosotis laxa,SLA,37.19333333
1158,Toronto,1,Myosotis scorpioides,SLA,48.70537331
1159,Toronto,1,Myosotis sylvatica,SLA,29.68
1160,Toronto,1,Myriophyllum spicatum,SLA,24.96666667
1161,Toronto,1,Narcissus poeticus,SLA,20.9525
1162,Toronto,1,Nepeta cataria,SLA,28.33682896
1163,Toronto,1,Nicandra physalodes,SLA,27.142
1164,Toronto,1,Oenothera biennis,SLA,19.57478971
1165,Toronto,1,Onoclea sensibilis,SLA,34.9493223
1166,Toronto,1,Origanum vulgare,SLA,26.43550394
1167,Toronto,1,Ostrya virginiana,SLA,44.54846555
1168,Toronto,1,Panicum capillare,SLA,27.35044754
1169,Toronto,1,Panicum dichotomiflorum,SLA,20
1170,Toronto,1,Panicum virgatum,SLA,21.57178076
1171,Toronto,1,Parietaria pensylvanica,SLA,31.25
1172,Toronto,1,Parthenocissus quinquefolia,SLA,15.12797111
1173,Toronto,1,Parthenocissus tricuspidata,SLA,27.66808981
1174,Toronto,1,Pastinaca sativa,SLA,32.93333333
1175,Toronto,1,Penstemon digitalis,SLA,16.12294827
1176,Toronto,1,Penthorum sedoides,SLA,28.60576923
1177,Toronto,1,Persicaria maculosa,SLA,21.10396355
1178,Toronto,1,Phalaris arundinacea,SLA,29.91298619
1179,Toronto,1,Phaseolus vulgaris,SLA,18.378
1180,Toronto,1,Phleum pratense,SLA,25.94907946
1181,Toronto,1,Phragmites australis,SLA,15.16013897
1182,Toronto,1,Physocarpus opulifolius,SLA,24.3902439
1183,Toronto,1,Phytolacca americana,SLA,28.05255023
1184,Toronto,1,Picea abies,SLA,3.787570986
1185,Toronto,1,Picea glauca,SLA,9.023302841
1186,Toronto,1,Pinus banksiana,SLA,18.34597546
1187,Toronto,1,Pinus nigra,SLA,4.988605793
1188,Toronto,1,Pinus resinosa,SLA,10.23
1189,Toronto,1,Pinus strobus,SLA,18.98543681
1190,Toronto,1,Pinus sylvestris,SLA,6.20566529
1191,Toronto,1,Plantago lanceolata,SLA,18.61644659
1192,Toronto,1,Plantago major,SLA,19.21753432
1193,Toronto,1,Plantago rugelii,SLA,16.09650692
1194,Toronto,1,Poa annua,SLA,39.24986252
1195,Toronto,1,Poa compressa,SLA,19.86443948
1196,Toronto,1,Poa palustris,SLA,22.91009954
1197,Toronto,1,Poa pratensis,SLA,22.78949607
1198,Toronto,1,Polygonum aviculare,SLA,24.10771288
1199,Toronto,1,Populus alba,SLA,11.08504403
1200,Toronto,1,Populus balsamifera,SLA,14.05348631
1201,Toronto,1,Populus deltoides,SLA,12.98701299
1202,Toronto,1,Populus grandidentata,SLA,13.58225983
1203,Toronto,1,Populus nigra,SLA,11.54303382
1204,Toronto,1,Populus tremuloides,SLA,14.4471715
1205,Toronto,1,Portulaca oleracea,SLA,17.47752773
1206,Toronto,1,Potentilla argentea,SLA,16.7
1207,Toronto,1,Potentilla intermedia,SLA,20.595
1208,Toronto,1,Potentilla norvegica,SLA,25.16418862
1209,Toronto,1,Potentilla recta,SLA,17.46285714
1210,Toronto,1,Prunella vulgaris,SLA,25.81820369
1211,Toronto,1,Prunus persica,SLA,18.18181818
1212,Toronto,1,Prunus serotina,SLA,15.62238239
1213,Toronto,1,Prunus spinosa,SLA,16.13490166
1214,Toronto,1,Puccinellia distans,SLA,28.89743426
1215,Toronto,1,Pulmonaria officinalis,SLA,30.96666667
1216,Toronto,1,Pyrus communis,SLA,7.407407407
1217,Toronto,1,Quercus alba,SLA,13.16308008
1218,Toronto,1,Quercus macrocarpa,SLA,18.24017094
1219,Toronto,1,Quercus robur,SLA,13.97738291
1220,Toronto,1,Quercus rubra,SLA,15.60681842
1221,Toronto,1,Ranunculus acris,SLA,23.77452224
1222,Toronto,1,Ranunculus aquatilis,SLA,36.34857143
1223,Toronto,1,Ranunculus repens,SLA,26.03352496
1224,Toronto,1,Ranunculus sceleratus,SLA,37.05
1225,Toronto,1,Ratibida columnifera,SLA,10
1226,Toronto,1,Ratibida pinnata,SLA,12.44542562
1227,Toronto,1,Reynoutria japonica,SLA,18.92
1228,Toronto,1,Rhamnus cathartica,SLA,19.4923213
1229,Toronto,1,Rhus glabra,SLA,19.053
1230,Toronto,1,Rhus typhina,SLA,16.05139554
1231,Toronto,1,Ribes rubrum,SLA,30.12884801
1232,Toronto,1,Robinia pseudoacacia,SLA,24.43009524
1233,Toronto,1,Rorippa palustris,SLA,51.16545455
1234,Toronto,1,Rosa multiflora,SLA,32.47550103
1235,Toronto,1,Rosa rugosa,SLA,10.4209838
1236,Toronto,1,Rubus idaeus,SLA,23.09890146
1237,Toronto,1,Rubus occidentalis,SLA,40.38255557
1238,Toronto,1,Rudbeckia hirta,SLA,19.36240064
1239,Toronto,1,Rudbeckia laciniata,SLA,17.16105555
1240,Toronto,1,Rumex crispus,SLA,32.1
1241,Toronto,1,Rumex obtusifolius,SLA,31.79408494
1242,Toronto,1,Salix alba,SLA,11.65600289
1243,Toronto,1,Salix exigua,SLA,9.99075
1244,Toronto,1,Salix fragilis,SLA,9.610710776
1245,Toronto,1,Salix lucida,SLA,10.22385
1246,Toronto,1,Salix nigra,SLA,16.39344262
1247,Toronto,1,Salvia reflexa,SLA,27.77777778
1248,Toronto,1,Sambucus canadensis,SLA,24.45743607
1249,Toronto,1,Sambucus racemosa,SLA,23.65514722
1250,Toronto,1,Saponaria officinalis,SLA,23.35
1251,Toronto,1,Scirpus cyperinus,SLA,15.75299307
1252,Toronto,1,Scutellaria galericulata,SLA,41.03222222
1253,Toronto,1,Securigera varia,SLA,25.63981043
1254,Toronto,1,Sedum acre,SLA,11.6047619
1255,Toronto,1,Senecio viscosus,SLA,22.46666667
1256,Toronto,1,Senecio vulgaris,SLA,27.24835169
1257,Toronto,1,Setaria viridis,SLA,26.96617218
1258,Toronto,1,Sicyos angulatus,SLA,26.04166667
1259,Toronto,1,Silene antirrhina,SLA,20
1260,Toronto,1,Silene latifolia,SLA,21.625
1261,Toronto,1,Silene vulgaris,SLA,20.3
1262,Toronto,1,Sinapis arvensis,SLA,28.65
1263,Toronto,1,Sisymbrium altissimum,SLA,20.8
1264,Toronto,1,Solanum dulcamara,SLA,36.88374933
1265,Toronto,1,Solidago canadensis,SLA,18.01481061
1266,Toronto,1,Solidago gigantea,SLA,18.22020202
1267,Toronto,1,Solidago nemoralis,SLA,20.00234429
1268,Toronto,1,Sonchus arvensis,SLA,21.54444444
1269,Toronto,1,Sonchus asper,SLA,40.0028459
1270,Toronto,1,Sonchus oleraceus,SLA,39.65001051
1271,Toronto,1,Sorbaria sorbifolia,SLA,29.08346685
1272,Toronto,1,Sorbus aucuparia,SLA,14.48189318
1273,Toronto,1,Sorghastrum nutans,SLA,16.16839085
1274,Toronto,1,Spergularia marina,SLA,15.49643537
1275,Toronto,1,Spirodela polyrhiza,SLA,29.81
1276,Toronto,1,Sporobolus cryptandrus,SLA,11.69590643
1277,Toronto,1,Sporobolus neglectus,SLA,13.49527665
1278,Toronto,1,Stachys byzantina,SLA,12.49685535
1279,Toronto,1,Stachys palustris,SLA,43.4
1280,Toronto,1,Stellaria media,SLA,53.66986073
1281,Toronto,1,Symphoricarpos albus,SLA,17.83333333
1282,Toronto,1,Symphyotrichum ericoides,SLA,11.76470588
1283,Toronto,1,Symphyotrichum lanceolatum,SLA,10.14198783
1284,Toronto,1,Symphyotrichum pilosum,SLA,12.5
1285,Toronto,1,Syringa vulgaris,SLA,14.18888889
1286,Toronto,1,Tanacetum parthenium,SLA,38.05802469
1287,Toronto,1,Tanacetum vulgare,SLA,21.21383109
1288,Toronto,1,Taxus baccata,SLA,7.485927068
1289,Toronto,1,Thuja occidentalis,SLA,17.62327231
1290,Toronto,1,Tilia americana,SLA,31.64053834
1291,Toronto,1,Tilia cordata,SLA,28.02163143
1292,Toronto,1,Torilis japonica,SLA,27.09875
1293,Toronto,1,Trifolium hybridum,SLA,25.58519184
1294,Toronto,1,Trifolium incarnatum,SLA,25.308
1295,Toronto,1,Trifolium pratense,SLA,23.99781398
1296,Toronto,1,Trifolium repens,SLA,31.33099229
1297,Toronto,1,Trifolium resupinatum,SLA,36.352
1298,Toronto,1,Tripleurospermum inodorum,SLA,23.05031673
1299,Toronto,1,Tsuga canadensis,SLA,19.053
1300,Toronto,1,Tussilago farfara,SLA,16.92105505
1301,Toronto,1,Typha latifolia,SLA,10.09537329
1302,Toronto,1,Ulmus americana,SLA,15.99664081
1303,Toronto,1,Ulmus glabra,SLA,16.09722564
1304,Toronto,1,Ulmus minor,SLA,23.82953719
1305,Toronto,1,Ulmus pumila,SLA,9.725793213
1306,Toronto,1,Ulmus rubra,SLA,12.98701299
1307,Toronto,1,Ulmus thomasii,SLA,12.98701299
1308,Toronto,1,Urtica dioica,SLA,28.71753214
1309,Toronto,1,Utricularia vulgaris,SLA,57.14
1310,Toronto,1,Valeriana officinalis,SLA,35.53571429
1311,Toronto,1,Verbascum thapsus,SLA,15.79535676
1312,Toronto,1,Verbena hastata,SLA,21.82568976
1313,Toronto,1,Verbena urticifolia,SLA,17.09401709
1314,Toronto,1,Veronica longifolia,SLA,19.638
1315,Toronto,1,Viburnum lantana,SLA,22.21130847
1316,Toronto,1,Viburnum opulus,SLA,19.51662167
1317,Toronto,1,Vicia cracca,SLA,24.82200746
1318,Toronto,1,Vicia sativa,SLA,22.66
1319,Toronto,1,Vicia villosa,SLA,33.65897391
1320,Toronto,1,Vinca minor,SLA,24.7
1321,Toronto,1,Viola arvensis,SLA,24.32
1322,Toronto,1,Viola odorata,SLA,29.35
1323,Toronto,1,Viola sororia,SLA,15.98593006
1324,Toronto,1,Viola tricolor,SLA,28.33
1325,Toronto,1,Vitis vinifera,SLA,32.2345177
1326,Toronto,1,Xanthium strumarium,SLA,18.49028308
1327,Toronto,1,Zizia aurea,SLA,24.82040143
1328,Toronto,2,Digitaria sanguinalis,SLA,37.28571429
1329,Toronto,2,Diplotaxis tenuifolia,SLA,22.45
1330,Toronto,2,Echium vulgare,SLA,14.45
1331,Toronto,2,Eleocharis erythropoda,SLA,14.15227852
1332,Toronto,2,Epilobium ciliatum,SLA,41.31818182
1333,Toronto,2,Equisetum arvense,SLA,16.06534319
1334,Toronto,2,Equisetum palustre,SLA,7.794
1335,Toronto,2,Erigeron strigosus,SLA,21.26666667
1336,Toronto,2,Euphorbia cyparissias,SLA,20.515
1337,Toronto,2,Fagus grandifolia,SLA,41.51294203
1338,Toronto,2,Geranium robertianum,SLA,25.98467012
1339,Toronto,2,Glechoma hederacea,SLA,36.02505991
1340,Toronto,2,Glyceria grandis,SLA,37.85
1341,Toronto,2,Glyceria striata,SLA,17.90419162
1342,Toronto,2,Hackelia virginiana,SLA,24.7972973
1343,Toronto,2,Hepatica nobilis,SLA,36.118
1344,Toronto,2,Hesperis matronalis,SLA,33.03163435
1345,Toronto,2,Hordeum jubatum,SLA,23.55232576
1346,Toronto,2,Hypericum perforatum,SLA,25.84784317
1347,Toronto,2,Impatiens capensis,SLA,53.40375
1348,Toronto,2,Inula helenium,SLA,16.85
1349,Toronto,2,Juglans nigra,SLA,15.38537048
1350,Toronto,2,Larix laricina,SLA,14.62905689
1351,Toronto,2,Leucanthemum vulgare,SLA,19.63590226
1352,Toronto,2,Linaria vulgaris,SLA,19.98333333
1353,Toronto,2,Lobelia siphilitica,SLA,14.24501425
1354,Toronto,2,Lotus corniculatus,SLA,22.29546114
1355,Toronto,2,Lysimachia thyrsiflora,SLA,38
1356,Toronto,2,Lythrum salicaria,SLA,21.04374844
1357,Toronto,2,Maianthemum racemosum,SLA,22.298438
1358,Toronto,2,Malva neglecta,SLA,24.67864078
1359,Toronto,2,Medicago lupulina,SLA,27.95847775
1360,Toronto,2,Mimulus ringens,SLA,35.15322727
1361,Toronto,2,Nepeta cataria,SLA,28.33682896
1362,Toronto,2,Panicum capillare,SLA,27.35044754
1363,Toronto,2,Pastinaca sativa,SLA,32.93333333
1364,Toronto,2,Phragmites australis,SLA,15.16013897
1365,Toronto,2,Physocarpus opulifolius,SLA,24.3902439
1366,Toronto,2,Pinus strobus,SLA,18.98543681
1367,Toronto,2,Plantago lanceolata,SLA,18.61644659
1368,Toronto,2,Plantago major,SLA,19.21753432
1369,Toronto,2,Plantago rugelii,SLA,16.09650692
1370,Toronto,2,Poa palustris,SLA,22.91009954
1371,Toronto,2,Poa pratensis,SLA,22.78949607
1372,Toronto,2,Potentilla argentea,SLA,16.7
1373,Toronto,2,Potentilla norvegica,SLA,25.16418862
1374,Toronto,2,Prunella vulgaris,SLA,25.81820369
1375,Toronto,2,Prunus serotina,SLA,15.62238239
1376,Toronto,2,Pulmonaria officinalis,SLA,30.96666667
1377,Toronto,2,Quercus macrocarpa,SLA,18.24017094
1378,Toronto,2,Ranunculus acris,SLA,23.77452224
1379,Toronto,2,Ranunculus sceleratus,SLA,37.05
1380,Toronto,2,Rhamnus cathartica,SLA,19.4923213
1381,Toronto,2,Rhus typhina,SLA,16.05139554
1382,Toronto,2,Rubus idaeus,SLA,23.09890146
1383,Toronto,2,Rubus occidentalis,SLA,40.38255557
1384,Toronto,2,Rudbeckia hirta,SLA,19.36240064
1385,Toronto,2,Sambucus canadensis,SLA,24.45743607
1386,Toronto,2,Saponaria officinalis,SLA,23.35
1387,Toronto,2,Scirpus atrovirens,SLA,24.77700694
1388,Toronto,2,Setaria viridis,SLA,26.96617218
1389,Toronto,2,Sinapis arvensis,SLA,28.65
1390,Toronto,2,Solanum dulcamara,SLA,36.88374933
1391,Toronto,2,Solidago canadensis,SLA,18.01481061
1392,Toronto,2,Solidago rugosa,SLA,27.87812702
1393,Toronto,2,Sonchus arvensis,SLA,21.54444444
1394,Toronto,2,Syringa vulgaris,SLA,14.18888889
1395,Toronto,2,Taxus baccata,SLA,7.485927068
1396,Toronto,2,Thuja occidentalis,SLA,17.62327231
1397,Toronto,2,Tilia cordata,SLA,28.02163143
1398,Toronto,2,Trifolium pratense,SLA,23.99781398
1399,Toronto,2,Trifolium repens,SLA,31.33099229
1400,Toronto,2,Tsuga canadensis,SLA,19.053
1401,Toronto,2,Tussilago farfara,SLA,16.92105505
1402,Toronto,2,Ulmus americana,SLA,15.99664081
1403,Toronto,2,Urtica dioica,SLA,28.71753214
1404,Toronto,2,Verbascum thapsus,SLA,15.79535676
1405,Toronto,2,Viburnum opulus,SLA,19.51662167
1406,Toronto,2,Vicia cracca,SLA,24.82200746
1407,Toronto,2,Xanthium strumarium,SLA,18.49028308
1408,Toronto,3,Dryopteris carthusiana,SLA,24.13285714
1409,Toronto,3,Dulichium arundinaceum,SLA,16.16292226
1410,Toronto,3,Eleocharis erythropoda,SLA,14.15227852
1411,Toronto,3,Epilobium coloratum,SLA,25.64102564
1412,Toronto,3,Epipactis helleborine,SLA,33
1413,Toronto,3,Equisetum arvense,SLA,16.06534319
1414,Toronto,3,Equisetum hyemale,SLA,23.83129898
1415,Toronto,3,Erigeron philadelphicus,SLA,29.2184076
1416,Toronto,3,Eriophorum vaginatum,SLA,10.73542222
1417,Toronto,3,Fagus grandifolia,SLA,41.51294203
1418,Toronto,3,Galium aparine,SLA,34.16122455
1419,Toronto,3,Galium boreale,SLA,14.68428781
1420,Toronto,3,Galium triflorum,SLA,35.71428571
1421,Toronto,3,Galium verum,SLA,20.73503345
1422,Toronto,3,Geranium robertianum,SLA,25.98467012
1423,Toronto,3,Glechoma hederacea,SLA,36.02505991
1424,Toronto,3,Glyceria grandis,SLA,37.85
1425,Toronto,3,Gymnocarpium dryopteris,SLA,57.82749548
1426,Toronto,3,Hepatica nobilis,SLA,36.118
1427,Toronto,3,Iris versicolor,SLA,21.65829787
1428,Toronto,3,Juglans cinerea,SLA,14.70588235
1429,Toronto,3,Juniperus virginiana,SLA,1.578087759
1430,Toronto,3,Kalmia polifolia,SLA,13
1431,Toronto,3,Lactuca canadensis,SLA,23.11215437
1432,Toronto,3,Leucanthemum vulgare,SLA,19.63590226
1433,Toronto,3,Linaria vulgaris,SLA,19.98333333
1434,Toronto,3,Linnaea borealis,SLA,33.33333333
1435,Toronto,3,Lobelia inflata,SLA,36.97058214
1436,Toronto,3,Lobelia siphilitica,SLA,14.24501425
1437,Toronto,3,Lysimachia thyrsiflora,SLA,38
1438,Toronto,3,Lythrum salicaria,SLA,21.04374844
1439,Toronto,3,Maianthemum canadense,SLA,34.5
1440,Toronto,3,Malva moschata,SLA,20.03333333
1441,Toronto,3,Malva neglecta,SLA,24.67864078
1442,Toronto,3,Malva sylvestris,SLA,22.5
1443,Toronto,3,Mentha arvensis,SLA,40.98280112
1444,Toronto,3,Monarda fistulosa,SLA,26.50217785
1445,Toronto,3,Oenothera perennis,SLA,48.7
1446,Toronto,3,Onoclea sensibilis,SLA,34.9493223
1447,Toronto,3,Orthilia secunda,SLA,17.61204085
1448,Toronto,3,Ostrya virginiana,SLA,44.54846555
1449,Toronto,3,Penthorum sedoides,SLA,28.60576923
1450,Toronto,3,Persicaria maculosa,SLA,21.10396355
1451,Toronto,3,Petasites frigidus,SLA,21.83074178
1452,Toronto,3,Phegopteris connectilis,SLA,42.654
1453,Toronto,3,Phleum pratense,SLA,25.94907946
1454,Toronto,3,Picea abies,SLA,3.787570986
1455,Toronto,3,Picea glauca,SLA,9.023302841
1456,Toronto,3,Picea mariana,SLA,10.05217181
1457,Toronto,3,Pilea pumila,SLA,39.5256917
1458,Toronto,3,Pinus banksiana,SLA,18.34597546
1459,Toronto,3,Pinus resinosa,SLA,10.23
1460,Toronto,3,Plantago lanceolata,SLA,18.61644659
1461,Toronto,3,Plantago major,SLA,19.21753432
1462,Toronto,3,Populus tremuloides,SLA,14.4471715
1463,Toronto,3,Prunella vulgaris,SLA,25.81820369
1464,Toronto,3,Prunus serotina,SLA,15.62238239
1465,Toronto,3,Pyrola asarifolia,SLA,13.71151949
1466,Toronto,3,Pyrola elliptica,SLA,20.1
1467,Toronto,3,Quercus macrocarpa,SLA,18.24017094
